"Company","Role","Location","Application/Link","Date Posted"
"↳","Summer 2024 Internship - Data Analyst","NYC","<a href="https://dowjones.wd1.myworkdayjobs.com/en-US/Dow_Jones_Career/job/NYC---1211-Ave-of-the-Americas/Summer-2024-Internship---Data-Analyst_Job_Req_40315?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/5f47f9db-c204-4f2b-bb8e-1f3c946728ef?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"↳","Summer 2024 Internship - Software Engineer","Princeton, NJ</br>NYC","<a href="https://dowjones.wd1.myworkdayjobs.com/en-US/Dow_Jones_Career/job/NYC---1211-Ave-of-the-Americas/Summer-2024-Internship---Software-Engineer_Job_Req_40302?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/cf2daa5b-5aa4-4f3b-add6-eac41bb3d726?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"**[CACI](https://simplify.jobs/c/CACI)**","Software Development/Engineering Intern - Summer 2024","Omaha, NE","<a href="https://caci.wd1.myworkdayjobs.com/External/job/US-NE-Omaha/Software-Development-Engineering-Intern---Summer-2024_292042-1?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/917a1ff0-1c74-4473-a7f8-b13899d7db44?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"**[Bertram Capital Management](https://simplify.jobs/c/493b1fcf-ec3d-4cad-a6a9-5e0d84d0ee5d)**","Software Engineering Intern","Broomfield, CO","<a href="https://boards.greenhouse.io/bertramcapitalmanagement/jobs/7111845002?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/1368c45f-c82b-4d4c-abdc-f384043d66f6?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 07"
"**[Western Digital](https://simplify.jobs/c/Western-Digital)**","Internship - System Design Verification Engineering","Milpitas, CA","<a href="https://jobs.smartrecruiters.com/WesternDigital/743999965746963?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/80fabe90-0d63-44f4-ae9a-2f79ae883205?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 06"
"**[Visa](https://simplify.jobs/c/Visa)**","Data Engineer – Intern - Summer 2024","Austin, TX","<a href="https://jobs.smartrecruiters.com/Visa/743999966059833?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/2d72b516-bc3f-4129-95d0-ccc47afb3e41?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 06"
"**[Snowflake](https://simplify.jobs/c/Snowflake)**","SI Alliances Intern","London, UK","<a href="https://boards.greenhouse.io/embed/job_app?token=7026915002&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/2e60c15c-067d-4511-bf89-f3c16645c1c5?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 06"
"**[Western Digital](https://simplify.jobs/c/Western-Digital)**","Summer 2024 Intern - Procurement","Milpitas, CA","<a href="https://jobs.smartrecruiters.com/WesternDigital/743999965664525?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/bf82a3d5-f5d2-4886-aa12-b3cdb6d354e9?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 05"
"**[Moxion Power](https://simplify.jobs/c/Moxion-Power)**","Quality Engineer Intern","Richmond, CA","<a href="https://jobs.lever.co/moxionpower/e9899c26-959a-415e-8dec-fafe7d9c9d62/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/0ef0f196-be95-4201-85aa-db8850c50bce?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 05"
"**[Intel](https://simplify.jobs/c/Intel)**","Offensive Security Researcher – Undergraduate Intern","Remote in USA","<a href="https://intel.wd1.myworkdayjobs.com/en-us/external/job/Virtual-US/Offensive-Security-Researcher---Undergraduate-Intern_JR0257781-1?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/5bdb0e2a-4f63-4f06-9dd7-ed9d72502fbd?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 05"
"**[Elevance Health](https://simplify.jobs/c/elevance-health)**","Data Analyst Internship - Summer 2024 - Undergrad","Atlanta, GA","<a href="https://elevancehealth.wd1.myworkdayjobs.com/en-US/ANT/job/GA-ATLANTA-740-W-PEACHTREE-ST-NW/Data-Analyst-Internship---Summer-2024--Undergrad_JR104829?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/0be3a489-5d55-4f12-96c6-7bb799c1e3f2?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 05"
"↳","Data Analyst Internship - Summer 2024 - Undergraduate","Atlanta, GA","<a href="https://elevancehealth.wd1.myworkdayjobs.com/en-US/ANT/job/GA-ATLANTA-740-W-PEACHTREE-ST-NW/Data-Analyst-Internship---Summer-2024--Undergraduate_JR104828?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/c4acfb02-6736-4d71-843b-09b0117f5a1d?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 05"
"↳","Data Analytics Internship - Undergrad - Summer 2024","Burlington, MA","<a href="https://elevancehealth.wd1.myworkdayjobs.com/en-US/ANT/job/MA-WOBURN-500-UNICORN-PARK-DR/Data-Analytics-Internship---Undergrad--Summer-2024_JR105154?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/35cae86c-008f-40eb-9c0a-412d7aafa9d7?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 05"
"**[Chamberlain Group](https://simplify.jobs/c/Chamberlain-Group)**","Intern – Software Engineer - Summer 2024","Western Springs, IL","<a href="https://chamberlain.wd1.myworkdayjobs.com/Chamberlain_Group/job/Oak-Brook-IL/Intern--Software-Engineer--Summer-2024-_JR26769?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/6c2dc05b-f668-4e96-8ba5-875eab6a7cdc?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 05"
"**[CACI](https://simplify.jobs/c/CACI)**","Junior Software Developer Intern - Summer 2024","Fort Belvoir, VA","<a href="https://caci.wd1.myworkdayjobs.com/External/job/US-VA-Fort-Belvoir/Junior-Software-Developer-Intern---Summer-2024_292114-1?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/f2fdfa9e-3bc7-49ac-b8bd-96db8c6fb507?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 05"
"**[ identifeye HEALTH](https://simplify.jobs/c/Identifeye-Health)**","Software Engineering Internship - IOS","San Carlos, CA","<a href="https://boards.greenhouse.io/tesseract/jobs/5881579003?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/93d172ed-e329-47f6-b97b-7fec194b5d92?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 05"
"↳","Software Engineering Internship - Backend","NYC","<a href="https://boards.greenhouse.io/tesseract/jobs/5881613003?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/895b4a4f-9690-465a-9ef7-f5d942edd300?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 05"
"Yahoo","Summer Intern (US) - Frontend, Backend, Mobile & more","Remote, US","<a href="https://ouryahoo.wd5.myworkdayjobs.com/careers/job/United-States-of-America---Remote/Yahoo-Summer-Intern--US----Sports--Finance--Mail---More-_JR0023139?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/u1KNU8z.png" width="118" alt="Apply"></a>","Feb 03"
"Metron","Software Engineering Internship 🇺🇸","Reston, VA","<a href="https://www.metsci.com/careers/join-our-team/?gh_jid=4079146007&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/u1KNU8z.png" width="118" alt="Apply"></a>","Feb 03"
"**[Chime](https://simplify.jobs/c/Chime)**","Data Scientist Intern","SF","<a href="https://boards.greenhouse.io/chime/jobs/7051618002?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/9a9a225e-af02-46c8-856b-978b14084681?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 03"
"**[Cadence Design Systems](https://simplify.jobs/c/Cadence-Design-Systems)**","Software Engineering Intern - Summer 2024","San Jose, CA","<a href="https://cadence.wd1.myworkdayjobs.com/en-US/External_Careers/job/SAN-JOSE/Software-Engineering-Intern---Summer-2024_R45546-2?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/8a0b46da-c432-4c1c-bef9-4241497f88aa?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 03"
"**[BambooHR](https://simplify.jobs/c/BambooHR)**","AI Engineering / Data Science Intern","Utah","<a href="https://boards.greenhouse.io/bamboohr17/jobs/5072441004?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/60fc3a41-fabb-44bb-a46e-763c362394d2?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 03"
"**[Wayfair](https://simplify.jobs/c/Wayfair)**","Supply Chain – And Operations Co-op - Service - July 2024","Cambridge, MA","<a href="https://www.wayfair.com/careers/jobs/7118568002?gh_jid=7118568002&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/8c7e2970-8975-4b74-b04e-093b6a91e8f3?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 02"
"**[Thousand Eyes](https://simplify.jobs/c/18d3f6d1-63da-4c67-8053-82ff504a582b)**","Software Engineer Intern - User Experience Engineering","Seattle, WA","<a href="https://boards.greenhouse.io/thousandeyes/jobs/5669890?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/f81194a5-7346-4b21-9fed-11d446a85eed?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 02"
"↳","Software Engineer Intern - Cloud and Enterprise Agents","SF","<a href="https://boards.greenhouse.io/thousandeyes/jobs/5669839?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/6a9f820e-8b33-4ad5-bedf-1e27cefec91f?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 02"
"**[Redwood Materials](https://simplify.jobs/c/Redwood-Materials)**","Factory Automation Intern - Summer 2024","Sparks, NV","<a href="https://boards.greenhouse.io/redwoodmaterials/jobs/5074674004?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/302ee0ec-7837-42eb-9c66-01ce03e53077?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 02"
"**[Pinterest](https://simplify.jobs/c/Pinterest)**","Software Engineering Intern 2024 - Toronto","Toronto, ON, Canada","<a href="https://www.pinterestcareers.com/job-form?gh_jid=5666542&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/f6bee664-2e17-435c-bb35-fa1717e35c41?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 02"
"**[Pendo](https://simplify.jobs/c/Pendo)**","Summer 2024 Software Engineering Internship","Raleigh, NC","<a href="https://boards.greenhouse.io/pendo/jobs/7116151002?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/6d4e8fd5-8c5b-4978-b805-da2bf57337bf?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 02"
"**[Olo](https://simplify.jobs/c/Olo)**","Software Engineering Intern","Remote in USA</br>NYC","<a href="https://jobs.lever.co/olo/84242f1a-53cb-4e85-8ffe-63291ab084a4/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/a5836acd-fad0-49dc-89d0-b81e0cec9cdf?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 02"
"**[Hewlett Packard (HP)](https://simplify.jobs/c/Hewlett-Packard)**","Firmware Intern","Vancouver, WA","<a href="https://hp.wd5.myworkdayjobs.com/ExternalCareerSite/job/Vancouver-Washington-United-States-of-America/Firmware-Intern_UNIV657-2?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/3db02ab6-e22f-4816-b7c8-5e8622f6ebde?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 02"
"**[Western Digital](https://simplify.jobs/c/Western-Digital)**","Internship - SSD Memory System Engineering","Milpitas, CA","<a href="https://jobs.smartrecruiters.com/WesternDigital/743999964802745?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/10a7969e-78a0-4136-ac82-ec1341e79e5f?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 01"
"↳","Flash Engineering Intern","Irvine, CA","<a href="https://jobs.smartrecruiters.com/WesternDigital/743999964803627?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/27924820-3aa7-44ab-89bd-3c80fcd67612?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 01"
"**[Plexus](https://simplify.jobs/c/Plexus)**","Intern – Software Engineer - Summer 2024","Neenah, WI","<a href="https://plexus.wd5.myworkdayjobs.com/en-US/Plexus_Careers/job/Neenah-WI/Intern---Software-Engineer---Summer-2024_R028265?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/4c95a153-5698-4e3e-a0e7-3dc5ee1227db?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 01"
"**[Intrinsic](https://simplify.jobs/c/IntrinsicAI)**","Internship: Robotic Skills","Mountain View, CA","<a href="https://boards.greenhouse.io/intrinsicrobotics/jobs/5073434004?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/49170562-967c-42b4-8b95-a212bfb9c307?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 01"
"**[Cohere](https://simplify.jobs/c/Cohere)**","Engineering Program Manager Intern - Summer 2024","United States","<a href="https://jobs.lever.co/cohere/58c0d115-f2fa-4022-ad5d-182e8169b77a/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/3fbe24ba-cae8-4a51-b344-b76aca66dd7e?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 01"
"**[CACI](https://simplify.jobs/c/CACI)**","Software Development Intern - Summer 2024","Denver, CO","<a href="https://caci.wd1.myworkdayjobs.com/External/job/US-CO-Denver/Software-Development-Intern----Summer-2024_287786-1?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/edd43fb2-5f40-4786-9499-a3ecbe9b86f5?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 01"
"**[Advisor360°](https://simplify.jobs/c/Advisor360)**","Systems Engineer – Summer Internship","Waltham, MA","<a href="https://www.advisor360.com/careers?gh_jid=5059713004&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/7a76ac66-4e83-48b5-a75a-31098be7bc7b?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 01"
"**[Addepar](https://simplify.jobs/c/Addepar)**","Software Engineer Intern - Onboarding Experience - US","Remote in USA","<a href="https://boards.greenhouse.io/addepar1/jobs/7118911002?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/42b7b5db-c2d1-499e-8c98-8ab52952c928?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Feb 01"
"**[Wise](https://simplify.jobs/c/Wise)**","Data Science Internship","London, UK","<a href="https://boards.greenhouse.io/transferwise/jobs/5661586?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/579154d3-6854-4172-9988-03396692afb9?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 31"
"**[Welocalize](https://simplify.jobs/c/Welocalize)**","Dutch Content Quality internship","United Kingdom","<a href="https://jobs.lever.co/welocalize/a44ad40c-7159-4f06-b19b-20f836eb66ed/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/5fdc8622-6737-4ad2-8aa6-7fdf55ece8f8?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 31"
"**[Visa](https://simplify.jobs/c/Visa)**","Software Engineer – Intern - Summer 2024","Bellevue, WA","<a href="https://jobs.smartrecruiters.com/Visa/743999964524869?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/1aaa87b9-c8c3-4c6c-82c8-fc8d7f08d196?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 31"
"↳","Software Engineer – Intern - Summer 2024","Austin, TX","<a href="https://jobs.smartrecruiters.com/Visa/743999964525703?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/57325186-8f42-4ce8-b24a-19d0f6a631e9?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 31"
"↳","Software Engineer – Intern - Summer 2024","Highlands Ranch, CO","<a href="https://jobs.smartrecruiters.com/Visa/743999964524198?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/1ca20c25-92af-44eb-9359-cfecf02be6d1?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 31"
"**[UDisc](https://simplify.jobs/c/UDisc)**","2024 Android Intern","Minneapolis, MN","<a href="https://jobs.ashbyhq.com/udisc/6ee23c19-b4f2-418f-87fb-38ae5314e35c/application?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/ceaa13ab-b881-458f-a747-c9045c51d026?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 31"
"↳","2024 Data Science Intern","Minneapolis, MN","<a href="https://jobs.ashbyhq.com/udisc/4f19cb35-c3ab-46a4-964a-df1f5e5320f4/application?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/46079351-775b-4136-bd11-d73043b2a620?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 31"
"**[Redwood Materials](https://simplify.jobs/c/Redwood-Materials)**","Anode Copper Foil Intern - Summer 2024","Sparks, NV","<a href="https://boards.greenhouse.io/redwoodmaterials/jobs/5071230004?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/ad474857-fa2c-4fb3-a717-c6edf6f310a3?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 31"
"**[NVIDIA](https://simplify.jobs/c/NVIDIA)**","Automotive SOC Product Architecture Intern - Summer 2024","Santa Clara, CA","<a href="https://nvidia.wd5.myworkdayjobs.com/en-us/nvidiaexternalcareersite/job/US-CA-Santa-Clara/Automotive-SOC-Product-Architecture-Intern---Summer-2024_JR1978963?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/91b3eaa3-bcf8-4ca5-8b91-5c5ca0bdf4ba?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 31"
"**[IEX](https://simplify.jobs/c/IEX)**","Cyber Security Engineer – Co-op","NYC","<a href="https://iex.io/careers/apply?gh_jid=5629929&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/d6cf1ae6-fbac-4cff-ae90-2ba83424143c?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 31"
"**[Democratic National Committee (DNC)](https://simplify.jobs/c/DNC)**","Summer 2024: DNC Technology Internship","Remote in USA","<a href="https://jobs.lever.co/dnc/64917639-3f66-4c1d-bacb-ef4b69a049f9/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/d71ecffd-bb22-4a9a-a419-8c8b5d40e1b0?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 31"
"**[Tegus](https://simplify.jobs/c/Tegus)**","Software Engineer Intern","Chicago, IL","<a href="https://jobs.lever.co/tegus/d6d1a369-4ef0-4808-8f96-3b78dcf9b3e2/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/49459c23-47cf-468f-9d05-0dc43f1853ab?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 30"
"**[Rivian](https://simplify.jobs/c/Rivian)**","Demand Planning Intern","Irvine, CA","<a href="https://careers.rivian.com/jobs/16308?lang=en-us&icims=1&utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/1550f024-b235-4f56-a8c5-2be38e81962f?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 30"
"**[Kodiak Robotics](https://simplify.jobs/c/Kodiak-Robotics)**","Summer 2024 Intern - Data Science","Mountain View, CA","<a href="https://jobs.lever.co/kodiak/64b09d02-4ab6-4c47-a4e4-189b0c07f346/apply?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/eafb5cd2-430e-4e12-b59d-672da2191ac9?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 30"
"**[Hewlett Packard (HP)](https://simplify.jobs/c/Hewlett-Packard)**","2024 Summer Print Software Engineer Intern","Vancouver, WA","<a href="https://hp.wd5.myworkdayjobs.com/ExternalCareerSite/job/Vancouver-Washington-United-States-of-America/XMLNAME-2024-Summer-Print-Software-Engineer--Intern_3129896-1?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/41696d79-de08-4e15-8fde-d64d97b98bec?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 30"
"**[Expedia](https://simplify.jobs/c/Expedia)**","Mobile Engineering Intern - London","London, UK","<a href="https://expedia.wd5.myworkdayjobs.com/search/job/UK---London/Mobile-Engineering-Intern---London_R-86141?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/79f5b2fb-c707-4323-a0e5-12d637f2c840?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 30"
"**[Box](https://simplify.jobs/c/Box)**","Software Engineering Intern - Summer 2024","Remote in USA","<a href="https://boards.greenhouse.io/boxinc/jobs/5657014?utm_source=Simplify&ref=Simplify"><img src="https://i.imgur.com/w6lyvuC.png" width="84" alt="Apply"></a> <a href="https://simplify.jobs/p/98973421-6118-4f9b-a739-6dbc37bb0116?utm_source=GHList"><img src="https://i.imgur.com/aVnQdox.png" width="30" alt="Simplify"></a>","Jan 30"
