Company,Role,Location,Date Posted,Application,link
Addepar,Software Engineer Intern - Trading - Edi,"Edinburgh, UK",Jan 25,https://boards.greenhouse.io/addepar1/jobs/7107037002?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/68013f87-5d62-40a6-adc3-5e4a9f4c8819?utm_source=GHList
Addepar,Software Engineer Intern - Platform Services - US,Remote in USA,Jan 25,https://boards.greenhouse.io/addepar1/jobs/7106863002?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/9610e992-b7b4-49a9-ad47-bc80cb50b0cb?utm_source=GHList
Seismic,Data Science/Machine Learning Engineer Intern - Summer 2024,"San Diego, CA",Jan 24,https://seismic.com/company/careers/job-detail/?gh_jid=5063812004&utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/4f42779a-9042-45be-aeda-cdcfeb582968?utm_source=GHList
Seismic,Software Engineer Intern - Summer 2024,"San Diego, CA",Jan 24,https://seismic.com/company/careers/job-detail/?gh_jid=5063590004&utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/f5279ac4-83a7-446d-8682-4c56e271a491?utm_source=GHList
Seismic,Software Engineer Intern - Summer 2024,"Indianapolis, IN",Jan 24,https://seismic.com/company/careers/job-detail/?gh_jid=5063609004&utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/12b4e37e-7c0e-4045-8224-c664fdb22da6?utm_source=GHList
Forbes,Forbes Summer 2024 Technology Internship,United States,Jan 24,https://boards.greenhouse.io/forbes/jobs/5051924004?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/1e49febf-daf9-4841-947d-6ae2ae0787e9?utm_source=GHList
Addepar,Software Engineer Intern - Precompute - US,Remote in USA,Jan 24,https://boards.greenhouse.io/addepar1/jobs/7107034002?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/a16100b5-02bf-422d-b4ab-65bff7a9691f?utm_source=GHList
NVIDIA,Real-Time Rendering Intern - Summer 2024,"Santa Clara, CA",Jan 23,https://nvidia.wd5.myworkdayjobs.com/en-us/nvidiaexternalcareersite/job/US-CA-Santa-Clara/Real-Time-Rendering-Intern--Summer-2024_JR1978200?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/dd6aa38a-5f33-4945-83cb-f307d4c9b923?utm_source=GHList
Leidos,Computer Engineering Co-op,"Bethesda, MD",Jan 23,https://leidos.wd5.myworkdayjobs.com/External/job/Bethesda-MD/Computer-Engineering-Co-op_R-00127057?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/47ec8574-ee24-4a33-9698-68d76c3e1dac?utm_source=GHList
Intel,Undergraduate Technical Intern - Data Center,"Albuquerque, NM",Jan 23,https://intel.wd1.myworkdayjobs.com/en-us/external/job/US-New-Mexico-Albuquerque/Undergraduate-Technical-Intern--Data-Center-_JR0255721?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/f33d05a1-b90a-4c05-a2d6-084442ad18cf?utm_source=GHList
ExodusPoint,Data Science Intern,"Ardmore, PA",Jan 23,https://boards.greenhouse.io/exoduspoint/jobs/7108071002?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/405dc370-0c78-4392-910f-b92e23c3b00f?utm_source=GHList
Critical Mass,Marketing Science Intern,"Calgary, AB, Canada",Jan 23,https://boards.greenhouse.io/criticalmass/jobs/5626707?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/ebf9d09e-aa54-458f-96b6-71bfbbdb046a?utm_source=GHList
Hewlett Packard (HP),Data Science – Generative AI Intern Summer 2024,"Spring, TX",Jan 22,https://hp.wd5.myworkdayjobs.com/ExternalCareerSite/job/Spring-Texas-United-States-of-America/Data-Science---Generative-AI--Intern-Summer-2024_3128574-1?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/883fc88a-67a3-45b5-ba13-fc1f3fb34b2c?utm_source=GHList
Cadence Design Systems,Software Engineering Intern - ML Algorithms - Summer 2024,"San Jose, CA",Jan 22,https://cadence.wd1.myworkdayjobs.com/en-US/External_Careers/job/SAN-JOSE/Software-Engineering-Intern---ML-Algorithms--Summer-2024-_R45349-1?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/205be939-1d30-42e7-8fa3-308f01c85ce2?utm_source=GHList
Addepar,Software Engineer Intern - Reporting,Remote in USA,Jan 22,https://boards.greenhouse.io/addepar1/jobs/7104343002?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/b175832b-2a48-452f-82de-e63db64be794?utm_source=GHList
Addepar,Software Engineer Intern - Analysis Workflows,Remote in USA,Jan 22,https://boards.greenhouse.io/addepar1/jobs/7104328002?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/d3049ee5-3fa4-4df1-b544-53773cdbb679?utm_source=GHList
Addepar,Software Engineer Intern,"Atlanta, Georgia",Jan 21,https://jobs.intuit.com/job/-/-/27595/60136622192?cid=pjob_li_click_us_swe-other-fy24_cn_text_job_intuit-talent&iis=pjob&iisn=li&p_sid=7a3iV5b&p_uid=8XGyjPTdyc&ss=paid&utm_campaign=&utm_content=pj_board&utm_medium=jobad&utm_source=Simplify&ref=Simplify,
Addepar,Front-End Software Engineer Intern,"San Diego, California",Jan 21,https://jobs.intuit.com/job/-/-/27595/60092990192?cid=pjob_li_click_us_swe-fe-fy24_cn_text_job_intuit-talent&iis=pjob&iisn=li&p_sid=qmTTMDb&p_uid=QDTUVCgBkM&ss=paid&utm_campaign=&utm_content=pj_board&utm_medium=jobad&utm_source=Simplify&ref=Simplify,
Waystar,Application Engineer Co-Op - Summer or Fall of 2024,"Atlanta, GA",Jan 19,https://waystar.wd1.myworkdayjobs.com/Waystar/job/Atlanta/Application-Engineer-Co-Op---Summer-or-Fall-of-2024_R1850?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/ab224209-580a-4e61-a250-cc08564203cb?utm_source=GHList
Salesforce,Summer 2024 Intern - Tax Data Analyst,"Seattle, WA</br>SF",Jan 19,https://salesforce.wd12.myworkdayjobs.com/en-us/External_Career_Site/job/California---San-Francisco/Summer-2024-Intern---Tax-Data-Analyst_JR236561?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/64ebbddd-c35b-415b-a354-9a38b7c080d1?utm_source=GHList
NVIDIA,Cloud Infrastructure Engineering Intern,"Bristol, UK</br>Reading, UK",Jan 19,https://nvidia.wd5.myworkdayjobs.com/en-us/nvidiaexternalcareersite/job/Germany-Munich/Cloud-Infrastructure-Engineering-Intern_JR1978630?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/53ee434b-12c6-450f-beae-ef4f6c5bef7f?utm_source=GHList
Nutanix,Software Engineer Intern,"Cambridge, UK",Jan 19,https://jobs.jobvite.com/nutanix/job/ofs0qfwR?nl=1&nl=1&fr=false&utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/c2d15467-864b-4ede-986b-01539f4ecacc?utm_source=GHList
Nutanix,Software Developer Intern,"Austin, TX US",Jan 19,https://careers.coca-colacompany.com/job/19722840/software-developer-intern-austin-tx/?utm_source=Simplify&ref=Simplify,
Yext,2024 Site Reliability Network Intern,NYC,Jan 18,https://boards.greenhouse.io/yext/jobs/5602005?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/52ba3a80-991b-4225-8440-3a06975b8a3b?utm_source=GHList
Yext,2024 Systems Intern,NYC,Jan 18,https://boards.greenhouse.io/yext/jobs/5602018?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/b59e071e-b42c-4342-89c0-7510b6d866c0?utm_source=GHList
Yext,2024 Site Reliability Database Intern,NYC,Jan 18,https://boards.greenhouse.io/yext/jobs/5601993?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/4fcec8fb-0e68-4816-9a33-ecea90ee6011?utm_source=GHList
Ultima Genomics,Systems Analytics Intern,"Fremont, CA",Jan 18,https://boards.greenhouse.io/ultimagenomics/jobs/5054493004?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/5717340b-ee28-41ab-88e4-18ecc77a0c9f?utm_source=GHList
Relay,Site Reliability Engineer Intern,"Raleigh, NC",Jan 18,https://boards.greenhouse.io/relaypro/jobs/5627853?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/ed528345-fda5-4a42-9031-cbdf0ec829ca?utm_source=GHList
Gen,Site Reliability Engineer – Intern - Devops,"Tempe, AZ",Jan 18,https://gen.wd1.myworkdayjobs.com/careers/job/USA---Arizona-Tempe/Site-Reliability-Engineer--DevOps--Intern_52785?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/6d322cd2-ec4e-4a01-9a7e-ec908d4450d7?utm_source=GHList
Skyways,Software Engineer internship,"Austin, TX",Jan 17,https://jobs.lever.co/skyways/99a7e812-96d4-42be-a633-9d7462a098cb/apply?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/c91095c7-7481-44a5-a7d5-8d1f3aee604d?utm_source=GHList
Point72,2025 Point72 Academy Investment Analyst Summer Internship Program - US,United States,Jan 17,https://boards.greenhouse.io/point72/jobs/7053719002?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/dc8c7221-ace8-40d1-9e01-255a9203e851?utm_source=GHList
Parallel Wireless,PHY Software Engineer Intern,"Bristol, UK",Jan 17,https://jobs.lever.co/parallelwireless/bc9b27ce-b115-4ac3-8dd6-8429ce24e3a0/apply?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/23d86ba3-1d94-4baa-b3e8-3fb20320b609?utm_source=GHList
NVIDIA,NVIDIA Summer 2024 Internships: Software Engineering Intern,"Remote in USA</br>Santa Clara, CA",Jan 17,https://nvidia.wd5.myworkdayjobs.com/en-us/nvidiaexternalcareersite/job/US-CA-Santa-Clara/NVIDIA-Summer-2024-Internships--Software-Engineering-Intern_JR1978476?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/ac4b5a57-cc23-4228-a401-63a157b452d4?utm_source=GHList
NVIDIA,NVIDIA Summer 2024 Internships: Hardware Engineering Intern,"Remote in USA</br>Santa Clara, CA",Jan 17,https://nvidia.wd5.myworkdayjobs.com/en-us/nvidiaexternalcareersite/job/US-CA-Santa-Clara/NVIDIA-Summer-2024-Internships--Hardware-Engineering-Intern_JR1978471-1?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/e4799349-2be3-4d1f-a76f-4be6f245c528?utm_source=GHList
NVIDIA,NVIDIA Summer 2024 Internships: Computer Architecture Intern,"Remote in USA</br>Santa Clara, CA",Jan 17,https://nvidia.wd5.myworkdayjobs.com/en-us/nvidiaexternalcareersite/job/US-CA-Santa-Clara/NVIDIA-Summer-2024-Internships--Computer-Architecture-Intern_JR1978478-1?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/47c1e071-4d16-49b3-8565-8ac6bda76145?utm_source=GHList
GRAIL,Factory and Automation Software Intern,"Menlo Park, CA",Jan 17,https://jobs.lever.co/grailbio/feef86e7-7363-4b01-8055-378d47ec1e7a/apply?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/2ee447d4-20bf-49ca-a630-a8615231107a?utm_source=GHList
Astranis,Technical Program Manager Intern - Software - Summer 2024,SF,Jan 17,https://boards.greenhouse.io/astranis/jobs/4323489006?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/5353c0cf-9507-4ebc-a449-f11f4ab452ad?utm_source=GHList
Voya Financial,Summer 2024 Data Science Intern - Remote,Remote in USA,Jan 16,https://godirect.wd5.myworkdayjobs.com/voya_jobs/job/United-States-Remote/Summer-2024-Data-Science-Intern---Remote_JR0028724?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/971cbae5-59d5-4c1d-a78f-3c5c8d506518?utm_source=GHList
Voya Financial,Summer 2024 Software Developer Intern,Remote in USA,Jan 16,https://godirect.wd5.myworkdayjobs.com/voya_jobs/job/United-States-Remote/Summer-2024-Software-Developer-Intern_JR0028718?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/fd1dd266-8f3d-49e1-a0b3-8648b70c9257?utm_source=GHList
Samsara,Data Engineering Intern,"San Francisco, CA",Jan 16,https://app.ripplematch.com/v2/public/job/d394c822/details?utm_source=Simplify&ref=Simplify,
NVIDIA,NVIDIA Summer 2024 Internships: System Software Intern,"Remote in USA</br>Santa Clara, CA",Jan 16,https://nvidia.wd5.myworkdayjobs.com/en-us/nvidiaexternalcareersite/job/US-CA-Santa-Clara/NVIDIA-Summer-2024-Internships--System-Software-Intern_JR1978483?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/15164c21-c847-47c4-bcec-c8267f10526f?utm_source=GHList
NVIDIA,NVIDIA Summer 2024 Internships: Artificial Intelligence Intern,"Remote in USA</br>Santa Clara, CA",Jan 16,https://nvidia.wd5.myworkdayjobs.com/en-us/nvidiaexternalcareersite/job/US-CA-Santa-Clara/NVIDIA-Summer-2024-Internships--Artificial-Intelligence-Intern_JR1978482?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/e05d11cc-852e-41c1-8686-547c01960a92?utm_source=GHList
MyFitnessPal,Business Intelligence Analyst Intern - Summer 2024,Remote in USA,Jan 16,https://boards.greenhouse.io/myfitnesspal/jobs/5613767?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/4335be94-e8e0-40f3-92b5-bc4dea3b94f0?utm_source=GHList
MyFitnessPal,Software Engineer Intern - IOS-Summer 2024,Remote in USA,Jan 16,https://boards.greenhouse.io/myfitnesspal/jobs/5602062?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/289b2515-b9a6-407a-a62c-8d27fadac128?utm_source=GHList
MyFitnessPal,Software Engineer Intern - Android-Summer 2024,Remote in USA,Jan 16,https://boards.greenhouse.io/myfitnesspal/jobs/5606624?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/e1b00474-cb4a-4004-aaea-7ea9422de9d2?utm_source=GHList
MyFitnessPal,Machine Learning – Intern - Computer Vision - Summer 2024,Remote in USA,Jan 16,https://boards.greenhouse.io/myfitnesspal/jobs/5616597?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/3a54ea10-f9e8-4fdd-9af7-53b1f162faeb?utm_source=GHList
Guidewire,Cloud Platform Support Intern Summer 2024 - Toronto,"Mississauga, ON, Canada",Jan 16,https://jobs.lever.co/guidewire/a8c33fc1-4414-4260-a47f-8f47ad0ebaf5/apply?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/0d7c5663-6cb9-479c-9a53-f948fbd2964a?utm_source=GHList
GRAIL,Software Engineering Intern - Data Platform,"Menlo Park, CA",Jan 16,https://jobs.lever.co/grailbio/1d4ed43e-0944-450f-8765-fb818980e2ab/apply?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/6c13bd20-843d-47d1-ac9f-0aba1e7d0982?utm_source=GHList
GRAIL,Software Engineering Intern - Commercial Platform,"Menlo Park, CA",Jan 16,https://jobs.lever.co/grailbio/1b88edc8-01d5-4fa9-a77d-73ae4e364447/apply?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/f89c6707-194b-4989-b9a0-c8678e691b99?utm_source=GHList
GRAIL,Web Development Engineering Intern,"McLean, VA",Jan 16,https://app.ripplematch.com/v2/public/job/a869a045/details?utm_source=Simplify&ref=Simplify,
GRAIL,Software Engineering Intern (Frontend) - 2024,"Atlanta, GA</br>Québec, Canada",Jan 15,https://app.ripplematch.com/v2/public/job/96587920/details?utm_source=Simplify&ref=Simplify,
Cohere,Software Engineer Intern/Co-op - Summer 2024,"Toronto, ON, Canada",Jan 15,https://jobs.lever.co/cohere/f307e2bb-38cc-46fd-8bc2-91a49f10ab3e/apply?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/69ea3092-0887-44cf-bdd4-c1ed17fbc9dc?utm_source=GHList
Cohere,Machine Learning Intern/Co-op - Summer 2024,"Toronto, ON, Canada",Jan 15,https://jobs.lever.co/cohere/9ee0ada0-7738-461c-bc46-253ed8ebb0af/apply?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/3056d336-dc63-4eea-a8af-87df3cfcf2f9?utm_source=GHList
Chamberlain Group,Intern – BI Developer for Myq Devops - Summer 2024,"Western Springs, IL",Jan 15,https://chamberlain.wd1.myworkdayjobs.com/Chamberlain_Group/job/Oak-Brook-IL/Intern--BI-Developer-for-myQ-DevOps--Summer-2024-_JR26754?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/6afc0d0f-d935-4705-b93b-dcdb2ee77a09?utm_source=GHList
Cadence Design Systems,Software Engineering Intern,"Essex, UK",Jan 15,https://cadence.wd1.myworkdayjobs.com/en-US/External_Careers/job/CHELMSFORD/Software-Engineering-Intern_R45263-1?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/d74a366f-5fc1-4e2c-9606-df75c9ce1a00?utm_source=GHList
Cadence Design Systems,Software Engineering Intern - Summer 2024,"Essex, UK",Jan 15,https://cadence.wd1.myworkdayjobs.com/en-US/External_Careers/job/CHELMSFORD/Software-Engineering-Intern--Summer-2024-_R45210-2?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/6fe486dc-3987-454c-9c8d-337a2c3a7795?utm_source=GHList
Skyways,Software Engineer / Robotics internship,"Austin, TX",Jan 14,https://jobs.lever.co/skyways/0b9d280a-9c1a-4bf7-a9be-194286822a25/apply?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/41b27fe8-79f6-4000-b5e4-fc47a5bf43cf?utm_source=GHList
Guidewire,Summer 2024 – Consultant Developer Intern - Toronto - On,"Toronto, ON, Canada",Jan 13,https://jobs.lever.co/guidewire/61b6b936-44ca-416e-a2c4-2b0d9715117c/apply?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/29c99e82-f152-443f-8bb4-c79b2c920f2c?utm_source=GHList
Guidewire,Summer 2024 Software Engineer Toronto Co-Op,"Toronto, ON, Canada",Jan 12,https://jobs.lever.co/guidewire/69fc0fac-817c-49e5-82cd-578b3fdeeb95/apply?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/63132079-5d51-4db0-ac5d-04dbe5552501?utm_source=GHList
Guidewire,Full-stack Co-op - Summer 2024 Toronto,"Mississauga, ON, Canada",Jan 12,https://jobs.lever.co/guidewire/9f36d9a2-d98f-4362-b80e-4488de355c05/apply?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/9dcd800d-fbc7-4d44-b16a-1e19af0d9d61?utm_source=GHList
AbelsonTaylor,Data Science Intern,"Chicago, IL",Jan 12,https://boards.greenhouse.io/abelsontaylor/jobs/4322044006?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/f86cdf5b-ee2a-4948-ab09-7832fdd4c841?utm_source=GHList
Xylem,Intern – Cyber Security Operations - Summer 2024,"Boise, ID</br>United States",Jan 11,https://jobs.jobvite.com/xylem/job/oufnqfwg?nl=1&nl=1&fr=false&utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/283843f7-937a-43c2-a039-6d97e4092b09?utm_source=GHList
Hewlett Packard (HP),Security / App Dev Intern,"Spring, TX",Jan 11,https://hp.wd5.myworkdayjobs.com/ExternalCareerSite/job/Spring-Texas-United-States-of-America/Security---App-Dev-Intern_3125034?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/80a6d00e-002e-4e81-bd10-def924f52a47?utm_source=GHList
Hewlett Packard (HP),Data Engineering Intern,"Vancouver, WA",Jan 11,https://hp.wd5.myworkdayjobs.com/ExternalCareerSite/job/Vancouver-Washington-United-States-of-America/Data-Engineering-Intern_3128687-1?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/ea3d39f1-0c50-4d5b-8949-d52f7c6c4870?utm_source=GHList
Hewlett Packard (HP),Machine Learning Engineering Intern 🛂,"NYC, NY</br>Toronto, CA",Jan 11,https://jobs.ashbyhq.com/GPTZero/d7e6f3ee-8446-4ac4-b1f8-e79c9876c31a?utm_source=Simplify&ref=Simplify,
Rockwell Automation,Co-op – Software Engineering,"Milwaukee, WI",Jan 10,https://rockwellautomation.wd1.myworkdayjobs.com/en-US/External_Rockwell_Automation/job/United-States-of-America-Milwaukee-South-2nd-Street/Co-op--Software-Engineering_R23-12737-1?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/8b65cdf6-e4f7-4c79-ab87-3e70ec07bd24?utm_source=GHList
Perchwell,Perchwell 2024 Software Engineer Internship,NYC,Jan 10,https://jobs.ashbyhq.com/Perchwell/6aa0778e-8d3e-457d-8ee3-3b931f8c57be/application?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/56a79de0-b2df-4374-97f1-e377c8bcfa85?utm_source=GHList
Perchwell,Software Engineering Intern 🛂,"NYC, NY</br>Toronto, CA",Jan 10,https://jobs.ashbyhq.com/GPTZero/e1f12af2-d017-4fca-a9af-99431d989d53?utm_source=Simplify&ref=Simplify,
Perchwell,Software Engineering Intern,"Newark, DE",Jan 10,https://app.ripplematch.com/v2/public/job/10c94624/details?utm_source=Simplify&ref=Simplify,
NVIDIA,Solutions Architect Intern - AI - Summer 2024,Remote,Jan 09,https://nvidia.wd5.myworkdayjobs.com/en-us/nvidiaexternalcareersite/job/Canada-Remote/Solutions-Architect-Intern--AI---Summer-2024_JR1974863?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/f0825d41-bbda-4396-8cd2-59d1f1a18b7e?utm_source=GHList
Intel,Undergraduate Internship - Data Science - Bachelors,"<details><summary>**7 locations**</summary>Austin, TX</br>Albuquerque, NM</br>Santa Clara, CA</br>Hillsboro, OR</br>Folsom, CA</br>Phoenix, AZ</br>Atlanta, GA</details>",Jan 09,https://intel.wd1.myworkdayjobs.com/en-us/external/job/US-Arizona-Phoenix/Undergraduate-Internship---Data-Science---Bachelors-_JR0255511?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/ae09b49c-97cd-4b8a-b61e-182c309d6682?utm_source=GHList
Exiger,Data Analyst Internship,"Richmond, VA",Jan 09,https://www.exiger.com/careers/5044845004?gh_jid=5044845004&utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/729744bc-845d-4f16-a5e8-3dc95f14950b?utm_source=GHList
Rockwell Automation,Intern – Cyber Security,"Milwaukee, WI</br>Lowell, MA",Jan 08,https://rockwellautomation.wd1.myworkdayjobs.com/en-US/External_Rockwell_Automation/job/Milwaukee-Wisconsin-United-States/Intern--Cyber-Security_R23-13792-1?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/a39af650-60ba-4b1c-ba1a-454829b0644c?utm_source=GHList
Fastly,Software Engineer – Summer Undergraduate Intern,SF,Jan 08,https://www.fastly.com/about/jobs/apply/?gh_jid=5605990&utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/5f9f08fe-fc68-4bb6-9dde-0a2a3f75c0cf?utm_source=GHList
Marco Technologies,Data Analyst Intern,"St Cloud, MN",Jan 05,https://jobs.lever.co/marco/4487535c-6480-4ad4-afd2-b837fe953130/apply?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/bb842d18-b3b2-4530-9f37-4505db8d6b5b?utm_source=GHList
Applied Materials,2024 Summer Embedded Firmware Co-Op - Rochester - NY,"Rochester, NY",Jan 05,https://amat.wd1.myworkdayjobs.com/External/job/RochesterNY/XMLNAME-2024-Summer-Embedded-Firmware-Co-Op--Rochester--NY-_R2318249-1?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/c8cfebf9-15ab-48aa-a724-95ae82e46b68?utm_source=GHList
The Boring Company,Software Engineering Intern - Summer 2024,"Bastrop, TX",Jan 04,https://jobs.lever.co/boringcompany/8a8147f3-855d-4bd6-8221-a65a4291fea3/apply?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/bac46378-921d-431e-a43a-5ad195a874a0?utm_source=GHList
The Boring Company,Summer Intern (Artificial Intelligence Technology),"Lexington, MA",Jan 04,https://careers.ll.mit.edu/job/Lexington-Group-01-Summer-Research-Program-Intern-%28Artificial-Intelligence-Technology%29-MA-02420/1109281200/?utm_source=Simplify&ref=Simplify,
Formlabs,Algorithms Software Intern - Summer 2024,"Cambridge, MA",Jan 04,https://careers.formlabs.com/job/5494878/apply/?gh_jid=5494878&utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/e1e7839b-cf45-4b81-8088-7b5c3a4f0fd4?utm_source=GHList
ShyftLabs,Software Developer – Internship,"Toronto, ON, Canada",Jan 03,https://jobs.lever.co/shyftlabs/b39a054c-e4d2-405e-bf47-a25f80b294eb/apply?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/39257161-0502-44b3-acdd-d6dc7aede54c?utm_source=GHList
Raptor Maps,Summer 2024 Software Engineering Internship - Remote,Remote,Jan 03,https://jobs.lever.co/RaptorMaps/015d4188-4a39-4e8e-ac5d-6e8b69a8efef/apply?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/cb21a33f-c79a-4c93-bac0-5767b6f8aeb2?utm_source=GHList
Anduril,Robotics Software Engineering Intern,"Newport Beach, CA",Jan 03,https://boards.greenhouse.io/andurilindustries/jobs/4159377007?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/dfdc1d7e-67ff-4681-8e4b-47e75ff75de5?utm_source=GHList
Anduril,Jr. Software Development Engineer Intern,"New York, NY",Jan 03,https://www.amazon.jobs/en/jobs/2495700/jr-software-development-engineer?cmpid=JB_INOP301245B?mode=job&iis=Job+Posting&iisn=Indeed+(Free+Posting)&utm_source=Simplify&ref=Simplify,
Matroid,Software Engineer Intern - Infrastructure - Summer 2024,"Palo Alto, CA",Jan 02,https://matroid.breezy.hr/p/bf4668116295/apply?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/5487aba8-cea7-4bff-b9c7-99b90501a85a?utm_source=GHList
Global Atlantic Financial Group,2025 Quantitative Investments Intern,NYC,Jan 02,https://boards.greenhouse.io/gainternships/jobs/5593433?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/5e6146fa-4f30-490c-b7ca-f4db67803137?utm_source=GHList
DRW,Software Developer Intern,"Montreal, QC, Canada",Jan 02,https://boards.greenhouse.io/drweng/jobs/5580297?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/21f151dd-e1ae-4cb2-ae12-a5c0c8877a9d?utm_source=GHList
Bose,Cloud Software Engineer Intern,"Framingham, MA",Jan 01,https://boseallaboutme.wd1.myworkdayjobs.com/en-US/Bose_Careers/job/US-MA---Framingham/Cloud-Software-Engineer-Intern_R25860?utm_source=Simplify&ref=Simplify,https://simplify.jobs/p/65190a0d-1fe9-4aca-abc6-489c7f9dbcf3?utm_source=GHList
